ID,votos
30000000117,3920.54
30000000118,43785.574257425746
30000000119,89126.41
30000000120,3183.04
30000000121,2090.29702970297
30000000122,16853.3
30000000123,1326.56
30000000124,29554.33
30000000142,8148.69
30000000143,2830.34
30000000144,1126.26
30000000145,60211.83
30000000146,10624.6
30000000147,4405.29
30000000148,62339.02
30000000149,1126.26
30000000150,2135.29
30000000152,1701.07
30000000153,3674.3465346534654
30000000154,41877.76
30000000155,3000.7
30000000156,3396.12
30000000157,21060.94
30000000158,48167.38
30000000159,12542.82
30000000160,2975.46
30000000161,1156.14
30000000165,1156.14
30000000338,100123.15
30000000344,1156.14
30000000345,2848.96
30000000346,1551.14
30000000347,1130.18
30000000348,1418.02
30000000349,30227.57
30000000350,5158.56
30000000351,1130.18
30000000352,1139.44
30000000353,15481.98
30000000354,5857.08
30000000355,1443.1782178217823
30000000356,7083.12
30000000360,1130.18
30000000462,45980.52
30000000463,2488.28
30000000464,6995.72
30000000465,1135.1881188118812
30000000466,68162.26
30000000467,12331.45
30000000468,60796.9
30000000469,64967.51
30000000470,18412.01
30000000472,1446.2
30000000473,1446.2
30000000475,1446.2
30000000477,1446.2
30000000478,1526.84
30000000479,8550.15
30000000480,1502.03
30000000551,3210.32
30000000567,1446.2
30000000568,1446.2
40000000001,908.6
40000000003,906.8155339805825
40000000077,112889.87
40000000078,93048.96
40000000079,23691.93
40000000080,1076.84
40000000081,96939.65
40000000082,93387.78
40000000083,39839.16
40000000085,909.66
40000000086,128169.98
40000000087,101128.61
40000000088,1260.24
40000000089,66085.4
40000000090,1013.7
40000000091,4090.77
40000000092,918.37
40000000093,3945.11
40000000094,2644.9
40000000095,9355.85
40000000096,7943.75
40000000097,1439.57
40000000098,1243.52
40000000185,1434.36
40000000338,3272.48
40000000339,11364.94
40000000340,32443.39
40000000341,26120.25
40000000342,7814.79
40000000344,2493.128712871287
40000000345,132340.5
40000000346,1128.23
40000000347,37782.12
40000000348,4191.21
40000000349,97690.1
40000000350,1311.39
40000000351,15054.41
40000000353,129571.95
40000000601,5223.69
40000000602,8340.06
40000000616,1100.64
40000000617,1100.64
40000000640,1100.64
40000000713,1441.01
40000000718,1357.48
40000000719,3105.42
40000000720,5715.533980582524
40000000722,1293.92
40000000723,1252.01
40000000744,1220.24
40000000746,1135.6
40000000749,6718.31
40000000750,1170.38
40000000752,1135.6
40000000753,1190.2
40000000862,2167.45
40000000865,11849.33
40000000874,2023
40000000961,641.16
40000001042,1189.54
40000001121,5749.6
40000001202,2329.01
50000000003,1637.52
50000000005,1435.19
50000000008,5798.84
50000000010,1034.9
50000000011,2488.14
50000000012,1388.98
50000000014,1052.9405940594058
50000000016,1034.9
50000000017,2878.05
50000000019,1025.5
50000000020,1282.49
50000000024,1222.99
50000000027,5385.02
50000000035,2589.17
50000000039,1120.3823529411766
50000000042,1034.9
50000000043,1034.9
50000000051,1350.16
50000000053,5203.85
50000000061,1430.0686274509803
50000000066,9509.46
50000000068,1034.9
50000000072,1034.9
50000000073,2356.38
50000000075,1288.2450980392157
50000000078,1034.9
50000000079,1034.9
50000000080,2525.16
50000000084,1034.9
50000000120,95537.43
50000000121,119345.64
50000000122,2018.85
50000000123,114739.87
50000000124,2384.85
50000000126,8875.41
50000000127,2029
50000000128,6207.74
50000000129,2335.81
50000000131,55925.29
50000000132,75529.05
50000000133,93906.36
50000000134,77589.2
50000000135,93834.61
50000000136,98770.9
50000000137,59278.12
50000000138,37445.72
50000000139,19991.91
50000000140,1638.1
50000000141,95158.73
50000000142,73905.01
50000000143,1221.76
50000000144,78521.14
50000000145,124525.93
50000000146,82129.02
50000000147,95364.68
50000000148,67186.07
50000000149,76132.17
50000000150,75181.84
50000000151,39629.71
50000000159,99789.99
50000000160,95104.46
50000000161,51940.81
50000000162,907.7129629629629
50000000163,907.7129629629629
50000000164,103898.22
50000000166,4070.12
50000000167,93730.39
50000000168,91710.88
50000000169,89923.15
50000000170,4124.84
50000000178,13121.43
50000000183,66577.89
50000000190,3100.49
50000000194,2889.68
50000000198,4039.31
50000000199,18889.44
50000000202,76355.68
50000000204,2349
50000000208,6794.49
50000000209,10357.18
50000000213,1205.7058823529412
50000000229,8339.3
50000000230,7775.04
50000000231,1293.74
50000000232,1904.24
50000000233,1252.01
50000000235,699.9375
50000000236,2453.83
50000000237,9812.4
50000000260,5821.57
50000000261,3482.78
50000000268,1438.99
50000000275,7372.05
50000000433,7665.53
50000000434,1646.16
50000000436,1074.6239316239316
50000000441,1646.16
50000000448,10919.05
50000000450,2055.71
50000000452,1434.36
50000000454,1609.87
50000000456,1160.57
50000000457,34778.55
50000000465,7545.33
50000000466,58737.95
50000000467,3047.86
50000000468,2676.28
50000000469,2273.08
50000000471,5434.75
50000000485,2897.01
50000000494,1187.38
50000000495,931.4950495049505
50000000496,12829.37
50000000497,1014.5247524752475
50000000498,83048.57
50000000499,7202.23
50000000500,29929.72
50000000501,1487.02
50000000503,963.98
50000000538,2499.13
50000000539,1429.32
50000000544,11466.77
50000000545,996.5436893203884
50000000547,996.5436893203884
50000000549,2647.52
50000000551,49120.8
50000000552,1230.6504854368932
50000000626,107710.75
50000000627,81877.21
50000000628,90432.95
50000000629,54406.79
50000000630,118550.76
50000000631,37339.88
50000000632,1156.148514851485
50000000634,67205.68
50000000635,13685.36
50000000637,102569.72
50000000639,116863.97
50000000640,1038.76
50000000641,1667.11
50000000642,134216.53
50000000643,138442.64
50000000644,14637.78
50000000646,1822.3
50000000651,26965.01
50000000652,2362.74
50000000653,65019.58
50000000654,14640.5
50000000655,110037.2
50000000656,2416.31
50000000657,3453.96
50000000659,2345.96
50000000660,1268.02
50000000661,59171.98
50000000665,2598.26
50000000667,45786.21
50000000668,2934.45
50000000669,1646.16
50000000670,35971.72
50000000671,6848.31
50000000672,33265.29
50000000674,79096.85
50000000677,6500.24
50000000680,2362.83
50000000681,42843.92
50000000682,4063.28
50000000683,45070.05
50000000684,2678.39
50000000686,3783.79
50000000688,10545.19
50000000689,3783.79
50000000690,3756.54
50000000691,3783.79
50000000704,1355.71
50000000843,2270.37
50000000847,7375.83
50000000848,1268.3
50000000856,2151.32
50000000864,5116.02
50000000870,1816.56
50000000873,15010.15
50000001014,53177.87
50000001020,2716.05
50000001063,2606.44
50000001067,1438.99
50000001115,2329.09
50000001148,5689.16
60000000064,2349.39
60000000065,1913.49
60000000066,6481.33
60000000067,6430.49
60000000068,9470.82
60000000069,6430.49
60000000071,6280.02
60000000073,5032.56
60000000074,1814.21
60000000079,11077.43
60000000082,2433.16
60000000083,11356.07
60000000084,6068.28
60000000087,5377.53
60000000088,6101.17
60000000089,5131.47
60000000090,20240.16
60000000096,2098.6138613861385
60000000097,5825.77
60000000243,10854.29
60000000246,102750.62376237624
60000000247,2798.69
60000000251,2532.48
60000000252,1646.16
60000000253,1646.16
60000000254,2712.21
60000000255,1100.64
60000000256,15162.61
60000000257,1805.38
60000000259,1156.14
60000000260,1156.14
60000000261,1156.14
60000000262,1156.14
60000000263,1156.14
60000000264,1615.67
60000000265,4688.55
60000000266,1156.14
60000000267,1312.4
60000000268,1156.14
60000000269,1156.14
60000000270,7366.84
60000000271,77457.45
60000000372,6624.36
60000000375,2314.71
60000000379,1682.91
60000000380,2805.18
60000000383,1408.84
60000000385,1623.17
60000000386,1200.45
60000000390,1420.87
60000000391,2347.55
60000000395,1408.84
60000000397,2466.38
60000000402,2627.56
60000000403,1414.33
60000000414,2813.51
60000000421,1591.8
60000000423,989
60000000424,1106.3
60000000425,1301.14
60000000426,1633.24
60000000427,5840.61
60000000428,1145.15
60000000429,1510.45
60000000430,1510.45
60000000431,1276.72
60000000438,1442.03
60000000571,33027.55
60000000572,95795.47
60000000573,1235.86
60000000574,130234.28
60000000575,11345.4
60000000576,1332.39
60000000579,84316.49
60000000580,33804.34
60000000582,1646.16
60000000583,26739.61
60000000584,1646.16
60000000585,1892.41
60000000586,94017.73
60000000587,2641.95
60000000588,760.7
60000000589,760.7
60000000590,760.7
60000000592,6180.14
60000000594,1437.86
60000000595,1703.3366336633662
60000000597,12144.94
60000000599,84677.98
60000000601,1535.51
60000000602,1156.14
60000000634,5883.09
60000000635,19821.87
60000000637,76276.57
60000000638,4968.56
60000000639,972.84
60000000640,4654.01
60000000641,896.95
60000000642,5427.06
60000000643,68581.13
60000000644,1905.1
60000000649,1438.99
60000000650,1438.99
60000000654,7800.74
60000000655,83251.15841584158
60000000658,1626.1
60000000659,1413.4411764705883
60000000663,1535.51
60000000664,1408.84
60000000665,1535.51
60000000666,27564.64
60000000670,14307.03
60000000772,1591.8
60000000773,83591.66
60000000775,58534.85
60000000776,3530.58
60000000777,2221.7425742574255
60000000778,60964.72
60000000781,92724.92
60000000783,2650.32
60000000784,10321.62
60000000785,104271.85
60000000787,30998.64
60000000788,66245.44
60000000789,65549.8
60000000790,73277.78
60000000792,87820.69
60000000793,101508.71
60000000795,90387.97
60000000796,94554.07
60000000800,6504.01
60000000801,110835.37
60000000802,1831.09
60000000803,2638.12
60000000806,99753.3
60000000808,2089.1
60000000810,2899.52
60000000896,1583.69
60000000920,1591.8
60000000942,2117.4054054054054
60000000957,99369.73
60000000962,972.84
60000000992,1646.16
60000000994,1235.86
60000000995,1235.86
60000000999,1156.14
60000001000,1414.33
60000001049,760.7
70000000157,1121.59
70000000164,2559.23
70000000165,2358.19
70000000168,7431.32
70000000169,1404.53
70000000170,1405.88
70000000171,27369.41
70000000172,1475.21
70000000174,1401.57
70000000175,2542.14
70000000176,1321.66
70000000177,1646.16
70000000178,1646.16
70000000179,2737.98
70000000180,1401.57
70000000439,4197.57
70000000440,80572.78
70000000442,2051.75
70000000444,3292.15
70000000445,26276.27
70000000446,6228.94
70000000447,58248.51
70000000448,74800.91
70000000449,14868.01
70000000450,20118.24
70000000451,6951.34
70000000453,2764.31
70000000454,42590.04
70000000455,7728.74
70000000456,1839.4455445544554
70000000457,3165.01
70000000458,8672.2
70000000459,3185.43
70000000460,7919.22
70000000582,1122.83
70000000657,3362.57
70000000658,1690.52
70000000659,3007.78
70000000660,5785.03
70000000661,37749.07
70000000662,8441.69
70000000663,5227.39
70000000665,7314.51
70000000666,9642.01
70000000667,5473.79
70000000668,11734.82
70000000669,5958.46
70000000670,881.0196078431372
70000000671,1422.01
70000000672,97341.53
70000000673,2331.98
70000000674,1130.88
70000000675,5413.97
70000000676,93403.1
70000000813,1260.24
70000000824,40209.26
70000000825,91530.4
70000000826,10769.29
70000000827,6025.53
70000000828,100759.79
70000000829,2602.27
70000000830,3630.87
70000000831,100141.54
70000000832,2340.68
70000000835,73603.87
70000000838,3386.96
70000000839,5600.31
70000000840,5131.47
70000000841,78672.55
70000000842,61586.92
70000000891,98228.69
70000000892,14858.7
70000000893,7541.15
70000000894,82994.14
70000000895,35954.23
70000000896,2221.7425742574255
70000000897,2518.267326732673
70000000898,16392.88
70000000899,1959.88
70000000900,3637.3
70000000904,48255.16
70000000909,1434.36
70000000912,1646.16
70000000913,1410.029702970297
70000000914,1452.98
70000000915,4532.62
70000001061,1587.8
70000001062,2171.94
70000001063,1587.8
70000001065,1431.4
70000001066,1612.34
70000001068,1630.1214953271028
70000001069,2340.55
70000001070,29246.54
70000001071,17796.29
70000001072,1358.4134615384614
70000001073,9067.58
70000001074,4976.59
70000001075,96077.51
70000001076,1629.59
70000001077,4194.3
70000001078,959.5148514851485
70000001079,39281.17
70000001080,5414.97
70000001081,114025.88
70000001082,3879.2
70000001083,5370.82
70000001085,2230.04
70000001483,968.73
70000001484,72674.14
80000000009,1041.63
80000000010,2597.4
80000000011,2135.28
80000000164,27142.56
80000000167,96610.7
80000000168,8434.02
80000000169,63149.8
80000000170,13010.7
80000000171,8593.67
80000000172,4374.98
80000000174,1160.57
80000000175,41157.9
80000000177,3325.89
80000000178,19844.12
80000000179,57491.12
80000000181,17835.63
80000000182,7791.7
80000000183,5371.46
80000000184,28674.62
80000000185,1416.74
80000000187,2173.7425742574255
80000000188,72998.11
80000000338,2137.4158415841584
80000000339,1762.0392156862745
80000000340,1124.04
80000000342,1124.04
80000000343,48273.94
80000000344,2410.26
80000000345,1578.7307692307693
80000000346,5643.72
80000000347,62779.61
80000000348,8373.13
80000000350,1459.92
80000000351,6024.47
80000000353,3678.62
80000000354,85563.62
80000000355,18543.54
80000000357,87490.29
80000000359,5432.22
80000000362,1535.3663366336634
80000000363,2381.88
80000000384,3584.16
80000000386,13382.19
80000000387,114693.17
80000000388,4508.7
80000000389,2007.67
80000000390,1265.5544554455446
80000000391,12481.38
80000000392,10744.7
80000000393,9062.33
80000000394,3697.53
80000000398,3359.43
80000000399,100205.47
80000000400,80273.83
80000000401,5733.05
80000000402,93777.6
80000000403,3439.39
80000000404,3890.88
80000000406,12798.33
80000000431,2005.84
80000000432,1638.62
80000000434,10674.71
80000000435,10550.07
80000000436,9322.74
80000000437,6727.7
80000000438,19677.36
80000000439,6257.4
80000000443,6539.81
80000000444,12656.03
80000000446,2482
80000000448,2028.83
80000000449,1943.07
80000000450,1866.44
80000000451,1138.1634615384614
80000000452,2365.55
80000000453,3519.14
80000000454,17511.42
80000000455,2555.53
80000000456,3217.08
80000000457,2432.35
80000000458,1844.15
80000000459,6181.4
80000000460,122785.86
80000000461,128664.53
80000000462,12263.08
80000000463,1385.44
80000000464,4151.88
80000000465,2806.27
80000000466,2297.99
80000000468,38515.84
80000000469,1002.8252427184466
80000000470,5883.09
80000000471,54189.04
80000000472,1591.8
80000000478,67662.58
80000000479,93873.49
80000000481,79507.64
80000000482,7382.85
80000000483,2876.02
80000000488,3082.23
80000000492,1155.53
80000000493,1602.84
80000000496,1045.35
80000000497,1474.76
80000000509,5840.61
80000000510,67412.23
80000000512,5067.1
80000000513,1627.1881188118812
80000000514,1693.16
80000000515,1837.6826923076924
80000000516,1607.8217821782177
80000000517,18519.24
80000000518,1711.92
80000000519,1484.5283018867924
80000000520,1116.36
80000000521,1236.3461538461538
80000000710,1054.78
80000000725,1315.2475247524753
80000000728,1248.98
80000000729,641.16
80000000750,918.37
80000000755,1248.98
80000000792,88773.13
80000000799,5687.21
80000000803,1228.28
80000000807,997.9313725490196
80000000849,3384.14
90000000006,982.61
90000000007,982.61
90000000008,1157.91
90000000009,701.65
90000000010,1939.17
90000000011,982.61
90000000300,5820.49
90000000301,31789.65
90000000304,5823.51
90000000306,2486.079207920792
90000000307,13362.73
90000000308,5208.48
90000000309,3754.64
90000000310,2899.52
90000000311,7751.1
90000000312,2342.31
90000000313,917.56
90000000314,5281.6
90000000324,90504.48
90000000328,104206.47
90000000330,3086.27
90000000333,79751.29
90000000348,60632.75
90000000362,16161.27
90000000515,1929.55
90000000524,2419.21
90000000569,1632.8
90000000603,1659.12
90000000604,4741.45
90000000611,89437.12
90000000612,1463.84
90000000613,74872.07
90000000615,131267.33
90000000616,1393.37
90000000618,6531.01
90000000619,98079.79
90000000625,62860.34
90000000629,1316.4653465346535
90000000630,1316.4653465346535
90000000632,1303.03
90000000633,941.04
90000000635,1503.72
90000000711,131761.68
90000000712,141555.13
90000000713,5378.45
90000000715,96399.9
90000000716,1359
90000000717,71844.13
90000000718,117457.79
90000000719,79180.78217821782
90000000720,120075.72
90000000721,86859.1
90000000732,115267.41
90000000733,2033.96
90000000734,2033.96
90000000735,130358.75
90000000736,2384.85
90000000738,140410.91
90000000739,69984.14
90000000740,97755.33
90000000741,115589.95
90000000742,1260.36
90000000743,109031.56
90000000744,122466.10891089108
90000000746,1979.64
90000001170,9287.31
90000001192,1092.55
90000001226,1646.16
90000001246,982.61
90000001254,1414.33
100000000094,2688.91
100000000095,2350.33
100000000096,1500.27
100000000097,2634.8
100000000103,2497.7
100000000107,44058.92
100000000112,30365.85
100000000115,11762.57
100000000117,42093.45
100000000204,1321.86
100000000205,5688.59
100000000206,37136.43
100000000209,1457.1960784313726
100000000210,3385.79
100000000211,867.45
100000000212,45663.3
100000000218,867.45
100000000220,5494.336448598131
100000000221,705.5405405405405
100000000222,867.45
100000000223,2506.23
100000000226,6859.84
100000000253,65870.96
100000000255,14784.22
100000000256,2227.26
100000000257,2642.9
100000000258,21187.24
100000000259,38434.19
100000000262,97183.47
100000000264,8193.25
100000000267,1207.53
100000000270,2671.94
100000000276,1331.53
100000000277,6280.02
100000000281,6041.5
100000000282,1887.85
100000000283,968.73
100000000284,3657.75
100000000285,13114.52
100000000487,2376.78
100000000488,1908.6
100000000489,68614.12
100000000490,71022.49
100000000491,15261.69
100000000492,1038.76
100000000493,1908.6
100000000495,2342.31
100000000496,1954.14
100000000497,1908.6
100000000498,2071.44
100000000499,3039.59
100000000500,2071.44
100000000501,58029.13
100000000505,64162.68
100000000506,6591
100000000507,11898.93
100000000508,5423.32
100000000510,81823.51
100000000514,26599.7
100000000518,1908.6
100000000524,1300.3
100000000530,4907.86
100000000533,1954.14
100000000539,5460.52
100000000544,1463.148514851485
100000000548,6038.87
100000000549,1160.57
100000000562,45059.75
100000000563,96381.16
100000000565,2222.77
100000000567,71209.79
100000000569,95080.2
100000000570,76693.95
100000000571,67636.09
100000000573,23994.06
100000000574,2221.7425742574255
100000000577,1161.22
100000000579,38575.77
100000000580,4922.66
100000000581,50888.01
100000000582,2120.96
100000000583,2358.72
100000000586,97958.89
100000000589,1702.46
100000000590,80739
100000000591,97737.1
100000000592,5802.36
100000000595,4457.97
100000000596,1201.5882352941176
100000000600,2114.98
100000000602,1820.63
100000000603,73092.85
100000000604,2759.7
100000000605,33792.47
100000000606,6932.71
100000000607,1201.5882352941176
100000000609,2912.9
100000000610,1126.26
100000000612,15010.61
100000000613,59043.16
100000000615,44755.91
100000000619,13463.17
100000000621,33130.03
100000000622,5131.47
100000000623,1201.5882352941176
100000000624,1135.1881188118812
100000000626,19924.49
100000000627,72078.39
100000000628,90338.31
100000000629,4825.73
100000000781,90950.3
100000000783,6832.67
100000000785,89275.62
100000000787,850.21
100000000791,867.45
100000000794,7206.66
100000000795,4090.77
100000000801,1617.77
100000000802,7121.04
100000000809,8288.4
100000000831,4584.6435643564355
100000000832,16349.34
100000000970,1411.63
100000001009,783.88
100000001088,1460.83
100000001090,1460.83
110000000008,12331.62
110000000009,71835.72
110000000010,18747.16
110000000011,136284.87
110000000012,14460.26
110000000013,16517.58
110000000015,6976.85
110000000016,10620.14
110000000017,103961.98
110000000018,115758.23
110000000020,11439.42
110000000021,6906.33
110000000022,7844.04
110000000023,95208.74
110000000024,14558.63
110000000025,6481.33
110000000032,6332.59
110000000042,6086.1
110000000044,6367.78
110000000156,9529.04
110000000157,5775.45
110000000163,9600.14
110000000164,1920.43
110000000166,6897.11
110000000169,1646.16
110000000170,1232.09
110000000171,1646.16
110000000172,2474.73
110000000174,1587.53
110000000179,2444.99
110000000257,1414.33
110000000266,1564.41
110000000296,8565.19
110000000297,96248.71
110000000298,44685.81
110000000299,83608.18
110000000300,2581.59
110000000301,96006.38
110000000302,1124.1782178217823
110000000304,128003.49
110000000305,7548.98
110000000317,70207.54
110000000321,2370.28
110000000323,3388.65
110000000399,12293.72
110000000400,7922.97
110000000401,133895.67
110000000402,74944.51
110000000404,5684.61
110000000412,5878.17
110000000434,5988.97
110000000435,10969.69
110000000438,103120.16
110000000521,5089.3
110000000522,5097.88
110000000523,5122.9
110000000541,113852.24
120000000006,1171.1553398058252
120000000007,1160.65
120000000021,81841.13
120000000024,10637.31
120000000027,2453.55
120000000052,47615.76
120000000063,21180.05
120000000064,4032.09
120000000069,5326.85
120000000071,11942.48
120000000072,92453.6
120000000073,15274.23
120000000080,2940.47
120000000088,2571.55
120000000097,14507.67
120000000099,2566.44
120000000103,12299.83
120000000104,6505.58
120000000106,5108.27
120000000107,11090.2
120000000108,40361.76
120000000109,96689.88
120000000110,31654.8
120000000111,94694.09
120000000112,3181.59
120000000113,5989.46
120000000115,134366.49
120000000116,104452.98
120000000117,101522.10891089108
120000000118,3207.1
120000000119,17009.83
120000000120,8883.4
120000000121,11775.52
120000000122,14064.41
120000000123,2034.1
120000000124,5069.88
120000000125,5131.47
120000000127,4685.58
120000000130,2321.96
120000000131,4256.95
120000000133,5236.35
120000000134,5043.44
120000000135,4389.59
120000000137,2654.1
120000000138,5069.88
120000000139,5069.88
120000000140,5043.44
120000000141,5069.88
120000000142,2806.27
120000000143,13966.56
120000000144,5110.65
120000000145,4607.13
120000000146,2657.71
120000000147,5069.88
120000000416,5164.42
120000000417,11812.82
120000000418,5613.68
120000000420,6440.85
120000000421,6505.89
120000000422,5150.990099009901
120000000424,4654.01
120000000425,6497.78
120000000426,5032.56
120000000427,8569.63
120000000430,2881.04
120000000431,11212.05
120000000435,27918.65
120000000436,5552.52
120000000437,22294.25
120000000443,7790.48
120000000444,5853.37
120000000446,5857.08
120000000464,2346.4851485148515
120000000485,2509
120000000490,2522.75
120000000491,2370.11
120000000496,3372.61
120000000497,121546.32
120000000498,112015.07
120000000499,59136.34
120000000500,109760.84
120000000501,2475.76
120000000502,38438.16
120000000503,30460.25
120000000504,10764.72
120000000505,8094.04
120000000506,10912.23
120000000507,18601.18
120000000508,103822.15
120000000510,8909.1
120000000512,5330.49
120000000513,11371.15
120000000515,38918.94
120000000516,44765.53
120000000517,84488.42
120000000589,4702.07
120000000630,27431.39
120000000663,11437.18
120000000673,14064.41
130000000111,1516.76
130000000112,86506.01
130000000115,3476.08
130000000116,1644.38
130000000117,1516.76
130000000118,4063.93
130000000119,2035.29
130000000120,82062.65346534654
130000000122,108805.96
130000000123,2096.35
130000000124,28892.14
130000000125,2085.4
130000000127,40910.18
130000000128,907.7129629629629
130000000129,1655.7745098039215
130000000131,2356.3
130000000132,8344.77
130000000133,78602.27
130000000134,70978.36
130000000135,20859.22
130000000137,14675.06
130000000138,1032.94
130000000139,1032.94
130000000140,1032.94
130000000141,26980.07
130000000142,1693.79
130000000143,4002.71
130000000144,907.7129629629629
130000000147,907.7129629629629
130000000148,1693.79
130000000149,73443.02
130000000150,907.7129629629629
130000000152,42284.06
130000000275,1473.01
130000000276,2957.19
130000000277,1728.72
130000000278,2680.39
130000000279,1895.38
130000000280,3360.59
130000000281,1249.33
130000000282,990.69
130000000283,2509.82
130000000284,1544.3
130000000285,1556
130000000286,2071.11
130000000287,1195.67
130000000288,5474.27
130000000289,4174.28
130000000290,2733.61
130000000291,1053.19
130000000292,1078.1980198019803
130000000296,1326.1881188118812
130000000300,1591.8
130000000302,972.84
130000000313,997.8921568627451
130000000314,2318.11
130000000315,5772.8
130000000316,4217.71
130000000317,3706.06
130000000327,951.61
130000000329,14798.29
130000000330,1657.12
130000000331,4009.42
130000000332,1535.3663366336634
130000000333,20306.73
130000000336,3758.93
130000000337,6480.9
130000000338,1535.3663366336634
130000000341,1535.3663366336634
130000000342,1322.69
130000000343,1322.69
130000000344,97194.6
130000000345,1583.69
130000000346,101759.21
130000000347,36308.04
130000000348,1535.3663366336634
130000000349,1322.69
130000000350,6666.41
130000000351,1014.5247524752475
130000000353,1535.3663366336634
130000000356,1167.09
130000000358,6666.41
130000000359,134536.45
130000000360,42811.68
130000000361,1623.82
130000000362,1698.99
130000000364,2948.55
130000000366,2437.15
130000000367,1957.67
130000000369,5880.01
130000000370,1045.35
130000000371,1600.84
130000000372,1468.1926605504586
130000000373,10263.18
130000000374,81043.8
130000000375,1468.1926605504586
130000000376,3291.56
130000000377,2833.07
130000000378,4586.56
130000000379,4068.42
130000000380,4136.2
130000000381,1623.82
130000000383,3295.72
130000000384,5889.930693069307
130000000385,7560.56
130000000386,3033.93
130000000387,2809.32
130000000388,2980.12
130000000389,15817.31
130000000391,3702.5
130000000392,5988.78
130000000393,3490.08
130000000394,3101.6
130000000396,60857.77
130000000397,2788.09
130000000398,135743.12
130000000399,1705.94
130000000400,2881.19
130000000401,6449.34
130000000402,12026.39
130000000403,3509.84
130000000404,26449.54
130000000405,3587.37
130000000406,2972.71
130000000407,1631.89
130000000409,2969.25
130000000410,2853.99
130000000411,3767.85
130000000412,1598.52
130000000415,2362.83
130000000417,2788.09
130000000418,2788.09
130000000424,1429.2277227722773
130000000432,14112.88
130000000439,54661.44
130000000449,1482.45
130000000451,1482.45
130000000453,1482.45
130000000455,1482.45
130000000456,1482.45
130000000457,17894.99
130000000458,1482.45
130000000460,18254.32
130000000463,1131.46
130000000474,1482.45
130000000487,85097.36
130000000489,1697.39
130000000493,1482.45
130000000494,1490.11
130000000501,1482.45
130000000518,52495.15
130000000519,8457.15
130000000523,1412.6078431372548
130000000525,2222.76
130000000526,1305.55
130000000529,33931.83
130000000650,120513.21
130000000651,93612.63
130000000652,2023.91
130000000653,1482.45
130000000654,3702.09
130000000655,2023.91
130000000656,6511.89
130000000657,2023.91
130000000658,2023.91
130000000660,100028.12
130000000661,137685.07
130000000662,138434.9
130000000663,109452.46
130000000664,6457.58
130000000665,132792.12
130000000666,133821.43
130000000667,109010.21
130000000668,1884.37
130000000671,4235.16
130000000672,98123.89
130000000683,101866.66
130000000687,128543.77
130000000689,2075.02
130000000691,129657.85
130000000692,137013.72
130000000694,114283.13
130000000696,79738.46
